row_id,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
1,AFG,2021-02-22,0,0,0,0,0,0
2,AFG,2021-02-23,0,0,0,0,0,0
3,AFG,2021-02-24,0,0,0,0,0,0
4,AFG,2021-02-25,0,0,0,0,0,0
5,AFG,2021-02-26,0,0,0,0,0,0
6,AFG,2021-02-27,0,0,0,0,0,0
7,AFG,2021-02-28,8200,8200,0,0.02,0.02,0
8,AFG,2021-03-01,0,0,0,0,0,0
9,AFG,2021-03-02,0,0,0,0,0,0
10,AFG,2021-03-03,0,0,0,0,0,0
11,AFG,2021-03-04,0,0,0,0,0,0
12,AFG,2021-03-05,0,0,0,0,0,0
13,AFG,2021-03-06,0,0,0,0,0,0
14,AFG,2021-03-07,0,0,0,0,0,0
15,AFG,2021-03-08,0,0,0,0,0,0
16,AFG,2021-03-09,0,0,0,0,0,0
17,AFG,2021-03-10,0,0,0,0,0,0
18,AFG,2021-03-11,0,0,0,0,0,0
19,AFG,2021-03-12,0,0,0,0,0,0
20,AFG,2021-03-13,0,0,0,0,0,0
21,AFG,2021-03-14,0,0,0,0,0,0
22,AFG,2021-03-15,0,0,0,0,0,0
23,AFG,2021-03-16,54000,54000,0,0.14,0.14,0
24,AFG,2021-03-17,0,0,0,0,0,0
25,AFG,2021-03-18,0,0,0,0,0,0
26,AFG,2021-03-19,0,0,0,0,0,0
27,AFG,2021-03-20,0,0,0,0,0,0
28,AFG,2021-03-21,0,0,0,0,0,0
29,AFG,2021-03-22,0,0,0,0,0,0
30,AFG,2021-03-23,0,0,0,0,0,0
31,AFG,2021-03-24,0,0,0,0,0,0
32,AFG,2021-03-25,0,0,0,0,0,0
33,AFG,2021-03-26,0,0,0,0,0,0
34,AFG,2021-03-27,0,0,0,0,0,0
35,AFG,2021-03-28,0,0,0,0,0,0
36,AFG,2021-03-29,0,0,0,0,0,0
37,AFG,2021-03-30,0,0,0,0,0,0
38,AFG,2021-03-31,0,0,0,0,0,0
39,AFG,2021-04-01,0,0,0,0,0,0
40,AFG,2021-04-02,0,0,0,0,0,0
41,AFG,2021-04-03,0,0,0,0,0,0
42,AFG,2021-04-04,0,0,0,0,0,0
43,AFG,2021-04-05,0,0,0,0,0,0
44,AFG,2021-04-06,0,0,0,0,0,0
45,AFG,2021-04-07,120000,120000,0,0.31,0.31,0
46,ALB,2021-01-10,0,0,0,0,0,0
47,ALB,2021-01-11,0,0,0,0,0,0
48,ALB,2021-01-12,128,128,0,0,0,0
49,ALB,2021-01-13,188,188,0,0.01,0.01,0
50,ALB,2021-01-14,266,266,0,0.01,0.01,0
51,ALB,2021-01-15,308,308,0,0.01,0.01,0
52,ALB,2021-01-16,369,369,0,0.01,0.01,0
53,ALB,2021-01-17,405,405,0,0.01,0.01,0
54,ALB,2021-01-18,447,447,0,0.02,0.02,0
55,ALB,2021-01-19,483,483,0,0.02,0.02,0
56,ALB,2021-01-20,519,519,0,0.02,0.02,0
57,ALB,2021-01-21,549,549,0,0.02,0.02,0
58,ALB,2021-01-22,0,0,0,0,0,0
59,ALB,2021-01-23,0,0,0,0,0,0
60,ALB,2021-01-24,0,0,0,0,0,0
61,ALB,2021-01-25,0,0,0,0,0,0
62,ALB,2021-01-26,0,0,0,0,0,0
63,ALB,2021-01-27,0,0,0,0,0,0
64,ALB,2021-01-28,0,0,0,0,0,0
65,ALB,2021-01-29,0,0,0,0,0,0
66,ALB,2021-01-30,0,0,0,0,0,0
67,ALB,2021-01-31,0,0,0,0,0,0
68,ALB,2021-02-01,0,0,0,0,0,0
69,ALB,2021-02-02,550,549,1,0.02,0.02,0
70,ALB,2021-02-03,0,0,0,0,0,0
71,ALB,2021-02-04,0,0,0,0,0,0
72,ALB,2021-02-05,0,0,0,0,0,0
73,ALB,2021-02-06,0,0,0,0,0,0
74,ALB,2021-02-07,0,0,0,0,0,0
75,ALB,2021-02-08,0,0,0,0,0,0
76,ALB,2021-02-09,1127,689,438,0.04,0.02,0.02
77,ALB,2021-02-10,0,0,0,0,0,0
78,ALB,2021-02-11,0,0,0,0,0,0
79,ALB,2021-02-12,0,0,0,0,0,0
80,ALB,2021-02-13,0,0,0,0,0,0
81,ALB,2021-02-14,0,0,0,0,0,0
82,ALB,2021-02-15,0,0,0,0,0,0
83,ALB,2021-02-16,0,0,0,0,0,0
84,ALB,2021-02-17,1701,1090,611,0.06,0.04,0.02
85,ALB,2021-02-18,3049,2438,611,0.11,0.08,0.02
86,ALB,2021-02-19,4177,0,0,0.15,0,0
87,ALB,2021-02-20,0,0,0,0,0,0
88,ALB,2021-02-21,0,0,0,0,0,0
89,ALB,2021-02-22,6728,6073,655,0.23,0.21,0.02
90,ALB,2021-02-23,0,0,0,0,0,0
91,ALB,2021-02-24,0,0,0,0,0,0
92,ALB,2021-02-25,10135,0,0,0.35,0,0
93,ALB,2021-02-26,0,0,0,0,0,0
94,ALB,2021-02-27,0,0,0,0,0,0
95,ALB,2021-02-28,0,0,0,0,0,0
96,ALB,2021-03-01,14295,0,0,0.5,0,0
97,ALB,2021-03-02,0,0,0,0,0,0
98,ALB,2021-03-03,15793,0,0,0.55,0,0
99,ALB,2021-03-04,0,0,0,0,0,0
100,ALB,2021-03-05,0,0,0,0,0,0
101,ALB,2021-03-06,0,0,0,0,0,0
102,ALB,2021-03-07,0,0,0,0,0,0
103,ALB,2021-03-08,0,0,0,0,0,0
104,ALB,2021-03-09,0,0,0,0,0,0
105,ALB,2021-03-10,21613,0,0,0.75,0,0
106,ALB,2021-03-11,0,0,0,0,0,0
107,ALB,2021-03-12,23635,0,0,0.82,0,0
108,ALB,2021-03-13,0,0,0,0,0,0
109,ALB,2021-03-14,0,0,0,0,0,0
110,ALB,2021-03-15,0,0,0,0,0,0
111,ALB,2021-03-16,0,0,0,0,0,0
112,ALB,2021-03-17,33369,0,0,1.16,0,0
113,ALB,2021-03-18,0,0,0,0,0,0
114,ALB,2021-03-19,0,0,0,0,0,0
115,ALB,2021-03-20,0,0,0,0,0,0
116,ALB,2021-03-21,0,0,0,0,0,0
117,ALB,2021-03-22,48229,0,0,1.68,0,0
118,ALB,2021-03-23,51690,0,0,1.8,0,0
119,ALB,2021-03-24,53992,0,0,1.88,0,0
120,ALB,2021-03-25,59348,0,0,2.06,0,0
121,ALB,2021-03-26,62248,0,0,2.16,0,0
122,ALB,2021-03-27,64075,0,0,2.23,0,0
123,ALB,2021-03-28,78000,0,0,2.71,0,0
124,ALB,2021-03-29,0,0,0,0,0,0
125,ALB,2021-03-30,119321,0,0,4.15,0,0
126,ALB,2021-03-31,138846,0,0,4.82,0,0
127,ALB,2021-04-01,155463,0,0,5.4,0,0
128,ALB,2021-04-02,172486,0,0,5.99,0,0
129,ALB,2021-04-03,185496,0,0,6.45,0,0
130,ALB,2021-04-04,192882,0,0,6.7,0,0
131,ALB,2021-04-05,206708,0,0,7.18,0,0
132,ALB,2021-04-06,221588,0,0,7.7,0,0
133,ALB,2021-04-07,232379,0,0,8.07,0,0
134,ALB,2021-04-08,242542,0,0,8.43,0,0
135,ALB,2021-04-09,250676,0,0,8.71,0,0
136,ALB,2021-04-10,256810,0,0,8.92,0,0
137,ALB,2021-04-11,0,0,0,0,0,0
138,ALB,2021-04-12,267531,0,0,9.3,0,0
139,DZA,2021-01-29,0,0,0,0,0,0
140,DZA,2021-01-30,30,0,0,0,0,0
141,DZA,2021-01-31,0,0,0,0,0,0
142,DZA,2021-02-01,0,0,0,0,0,0
143,DZA,2021-02-02,0,0,0,0,0,0
144,DZA,2021-02-03,0,0,0,0,0,0
145,DZA,2021-02-04,0,0,0,0,0,0
146,DZA,2021-02-05,0,0,0,0,0,0
147,DZA,2021-02-06,0,0,0,0,0,0
148,DZA,2021-02-07,0,0,0,0,0,0
149,DZA,2021-02-08,0,0,0,0,0,0
150,DZA,2021-02-09,0,0,0,0,0,0
151,DZA,2021-02-10,0,0,0,0,0,0
152,DZA,2021-02-11,0,0,0,0,0,0
153,DZA,2021-02-12,0,0,0,0,0,0
154,DZA,2021-02-13,0,0,0,0,0,0
155,DZA,2021-02-14,0,0,0,0,0,0
156,DZA,2021-02-15,0,0,0,0,0,0
157,DZA,2021-02-16,0,0,0,0,0,0
158,DZA,2021-02-17,0,0,0,0,0,0
159,DZA,2021-02-18,0,0,0,0,0,0
160,DZA,2021-02-19,75000,0,0,0.17,0,0
161,AND,2021-01-25,576,576,0,0.75,0.75,0
162,AND,2021-01-26,0,0,0,0,0,0
163,AND,2021-01-27,0,0,0,0,0,0
164,AND,2021-01-28,0,0,0,0,0,0
165,AND,2021-01-29,0,0,0,0,0,0
166,AND,2021-01-30,0,0,0,0,0,0
167,AND,2021-01-31,0,0,0,0,0,0
168,AND,2021-02-01,1036,1036,0,1.34,1.34,0
169,AND,2021-02-02,0,0,0,0,0,0
170,AND,2021-02-03,0,0,0,0,0,0
171,AND,2021-02-04,0,0,0,0,0,0
172,AND,2021-02-05,0,0,0,0,0,0
173,AND,2021-02-06,0,0,0,0,0,0
174,AND,2021-02-07,0,0,0,0,0,0
175,AND,2021-02-08,0,0,0,0,0,0
176,AND,2021-02-09,0,0,0,0,0,0
177,AND,2021-02-10,1291,1291,0,1.67,1.67,0
178,AND,2021-02-11,0,0,0,0,0,0
179,AND,2021-02-12,1622,1622,0,2.1,2.1,0
180,AND,2021-02-13,0,0,0,0,0,0
181,AND,2021-02-14,0,0,0,0,0,0
182,AND,2021-02-15,0,0,0,0,0,0
183,AND,2021-02-16,0,0,0,0,0,0
184,AND,2021-02-17,0,0,0,0,0,0
185,AND,2021-02-18,0,0,0,0,0,0
186,AND,2021-02-19,2141,2141,0,2.77,2.77,0
187,AND,2021-02-20,0,0,0,0,0,0
188,AND,2021-02-21,0,0,0,0,0,0
189,AND,2021-02-22,0,0,0,0,0,0
190,AND,2021-02-23,0,0,0,0,0,0
191,AND,2021-02-24,2390,2390,0,3.09,3.09,0
192,AND,2021-02-25,0,0,0,0,0,0
193,AND,2021-02-26,2526,0,0,3.27,0,0
194,AND,2021-02-27,0,0,0,0,0,0
195,AND,2021-02-28,0,0,0,0,0,0
196,AND,2021-03-01,0,0,0,0,0,0
197,AND,2021-03-02,0,0,0,0,0,0
198,AND,2021-03-03,0,0,0,0,0,0
199,AND,2021-03-04,0,0,0,0,0,0
200,AND,2021-03-05,0,0,0,0,0,0
201,AND,2021-03-06,0,0,0,0,0,0
202,AND,2021-03-07,0,0,0,0,0,0
203,AND,2021-03-08,3611,2439,1172,4.67,3.16,1.52
204,AND,2021-03-09,0,0,0,0,0,0
205,AND,2021-03-10,4914,3650,1264,6.36,4.72,1.64
206,AND,2021-03-11,0,0,0,0,0,0
207,AND,2021-03-12,0,0,0,0,0,0
208,AND,2021-03-13,0,0,0,0,0,0
209,AND,2021-03-14,0,0,0,0,0,0
210,AND,2021-03-15,8363,7098,1265,10.82,9.19,1.64
211,AND,2021-03-16,0,0,0,0,0,0
212,AND,2021-03-17,0,0,0,0,0,0
213,AND,2021-03-18,0,0,0,0,0,0
214,AND,2021-03-19,9288,0,0,12.02,0,0
215,AND,2021-03-20,0,0,0,0,0,0
216,AND,2021-03-21,0,0,0,0,0,0
217,AND,2021-03-22,0,0,0,0,0,0
218,AND,2021-03-23,0,0,0,0,0,0
219,AND,2021-03-24,0,0,0,0,0,0
220,AND,2021-03-25,0,0,0,0,0,0
221,AND,2021-03-26,0,0,0,0,0,0
222,AND,2021-03-27,0,0,0,0,0,0
223,AND,2021-03-28,0,0,0,0,0,0
224,AND,2021-03-29,0,0,0,0,0,0
225,AND,2021-03-30,0,0,0,0,0,0
226,AND,2021-03-31,0,0,0,0,0,0
227,AND,2021-04-01,0,0,0,0,0,0
228,AND,2021-04-02,0,0,0,0,0,0
229,AND,2021-04-03,0,0,0,0,0,0
230,AND,2021-04-04,12440,0,0,16.1,0,0
231,AND,2021-04-05,0,0,0,0,0,0
232,AND,2021-04-06,0,0,0,0,0,0
233,AND,2021-04-07,0,0,0,0,0,0
234,AND,2021-04-08,0,0,0,0,0,0
235,AND,2021-04-09,0,0,0,0,0,0
236,AND,2021-04-10,0,0,0,0,0,0
237,AND,2021-04-11,17091,0,0,22.12,0,0
238,AGO,2021-03-01,0,0,0,0,0,0
239,AGO,2021-03-02,0,0,0,0,0,0
240,AGO,2021-03-03,0,0,0,0,0,0
241,AGO,2021-03-04,0,0,0,0,0,0
242,AGO,2021-03-05,0,0,0,0,0,0
243,AGO,2021-03-06,0,0,0,0,0,0
244,AGO,2021-03-07,0,0,0,0,0,0
245,AGO,2021-03-08,6169,6169,0,0.02,0.02,0
246,AGO,2021-03-09,0,0,0,0,0,0
247,AGO,2021-03-10,0,0,0,0,0,0
248,AGO,2021-03-11,0,0,0,0,0,0
249,AGO,2021-03-12,0,0,0,0,0,0
250,AGO,2021-03-13,0,0,0,0,0,0
251,AGO,2021-03-14,0,0,0,0,0,0
252,AGO,2021-03-15,0,0,0,0,0,0
253,AGO,2021-03-16,0,0,0,0,0,0
254,AGO,2021-03-17,0,0,0,0,0,0
255,AGO,2021-03-18,49000,49000,0,0.15,0.15,0
256,AGO,2021-03-19,0,0,0,0,0,0
257,AGO,2021-03-20,0,0,0,0,0,0
258,AGO,2021-03-21,0,0,0,0,0,0
259,AGO,2021-03-22,0,0,0,0,0,0
260,AGO,2021-03-23,0,0,0,0,0,0
261,AGO,2021-03-24,87022,87022,0,0.26,0.26,0
262,AGO,2021-03-25,0,0,0,0,0,0
263,AGO,2021-03-26,0,0,0,0,0,0
264,AGO,2021-03-27,0,0,0,0,0,0
265,AGO,2021-03-28,0,0,0,0,0,0
266,AGO,2021-03-29,130750,130750,0,0.4,0.4,0
267,AGO,2021-03-30,0,0,0,0,0,0
268,AGO,2021-03-31,0,0,0,0,0,0
269,AGO,2021-04-01,0,0,0,0,0,0
270,AGO,2021-04-02,0,0,0,0,0,0
271,AGO,2021-04-03,0,0,0,0,0,0
272,AGO,2021-04-04,0,0,0,0,0,0
273,AGO,2021-04-05,0,0,0,0,0,0
274,AGO,2021-04-06,181578,181578,0,0.55,0.55,0
275,AGO,2021-04-07,0,0,0,0,0,0
276,AGO,2021-04-08,0,0,0,0,0,0
277,AGO,2021-04-09,0,0,0,0,0,0
278,AGO,2021-04-10,0,0,0,0,0,0
279,AGO,2021-04-11,245442,245442,0,0.75,0.75,0
280,AIA,2021-02-04,0,0,0,0,0,0
281,AIA,2021-02-05,0,0,0,0,0,0
282,AIA,2021-02-06,0,0,0,0,0,0
283,AIA,2021-02-07,0,0,0,0,0,0
284,AIA,2021-02-08,0,0,0,0,0,0
285,AIA,2021-02-09,0,0,0,0,0,0
286,AIA,2021-02-10,0,0,0,0,0,0
287,AIA,2021-02-11,0,0,0,0,0,0
288,AIA,2021-02-12,0,0,0,0,0,0
289,AIA,2021-02-13,1341,1341,0,8.94,8.94,0
290,AIA,2021-02-14,2762,2762,0,18.41,18.41,0
291,AIA,2021-02-15,0,0,0,0,0,0
292,AIA,2021-02-16,0,0,0,0,0,0
293,AIA,2021-02-17,0,0,0,0,0,0
294,AIA,2021-02-18,0,0,0,0,0,0
295,AIA,2021-02-19,0,0,0,0,0,0
296,AIA,2021-02-20,0,0,0,0,0,0
297,AIA,2021-02-21,0,0,0,0,0,0
298,AIA,2021-02-22,0,0,0,0,0,0
299,AIA,2021-02-23,0,0,0,0,0,0
300,AIA,2021-02-24,0,0,0,0,0,0
301,AIA,2021-02-25,0,0,0,0,0,0
302,AIA,2021-02-26,3929,3929,0,26.19,26.19,0
303,AIA,2021-02-27,0,0,0,0,0,0
304,AIA,2021-02-28,0,0,0,0,0,0
305,AIA,2021-03-01,0,0,0,0,0,0
306,AIA,2021-03-02,0,0,0,0,0,0
307,AIA,2021-03-03,0,0,0,0,0,0
308,AIA,2021-03-04,0,0,0,0,0,0
309,AIA,2021-03-05,0,0,0,0,0,0
310,AIA,2021-03-06,0,0,0,0,0,0
311,AIA,2021-03-07,0,0,0,0,0,0
312,AIA,2021-03-08,0,0,0,0,0,0
313,AIA,2021-03-09,4700,4700,0,31.33,31.33,0
314,AIA,2021-03-10,0,0,0,0,0,0
315,AIA,2021-03-11,0,0,0,0,0,0
316,AIA,2021-03-12,0,0,0,0,0,0
317,AIA,2021-03-13,5000,5000,0,33.33,33.33,0
318,AIA,2021-03-14,0,0,0,0,0,0
319,AIA,2021-03-15,0,0,0,0,0,0
320,AIA,2021-03-16,0,0,0,0,0,0
321,AIA,2021-03-17,0,0,0,0,0,0
322,AIA,2021-03-18,0,0,0,0,0,0
323,AIA,2021-03-19,5348,5348,0,35.65,35.65,0
324,AIA,2021-03-20,0,0,0,0,0,0
325,AIA,2021-03-21,0,0,0,0,0,0
326,AIA,2021-03-22,0,0,0,0,0,0
327,AIA,2021-03-23,0,0,0,0,0,0
328,AIA,2021-03-24,0,0,0,0,0,0
329,AIA,2021-03-25,0,0,0,0,0,0
330,AIA,2021-03-26,0,0,0,0,0,0
331,AIA,2021-03-27,0,0,0,0,0,0
332,AIA,2021-03-28,0,0,0,0,0,0
333,AIA,2021-03-29,0,0,0,0,0,0
334,AIA,2021-03-30,0,0,0,0,0,0
335,AIA,2021-03-31,0,0,0,0,0,0
336,AIA,2021-04-01,0,0,0,0,0,0
337,AIA,2021-04-02,0,0,0,0,0,0
338,AIA,2021-04-03,0,0,0,0,0,0
339,AIA,2021-04-04,0,0,0,0,0,0
340,AIA,2021-04-05,0,0,0,0,0,0
341,AIA,2021-04-06,0,0,0,0,0,0
342,AIA,2021-04-07,0,0,0,0,0,0
343,AIA,2021-04-08,0,0,0,0,0,0
344,AIA,2021-04-09,0,0,0,0,0,0
345,AIA,2021-04-10,0,0,0,0,0,0
346,AIA,2021-04-11,0,0,0,0,0,0
347,AIA,2021-04-12,5835,5835,0,38.89,38.89,0
348,ATG,2021-02-16,0,0,0,0,0,0
349,ATG,2021-02-17,0,0,0,0,0,0
350,ATG,2021-02-18,0,0,0,0,0,0
351,ATG,2021-02-19,0,0,0,0,0,0
352,ATG,2021-02-20,0,0,0,0,0,0
353,ATG,2021-02-21,0,0,0,0,0,0
354,ATG,2021-02-22,0,0,0,0,0,0
355,ATG,2021-02-23,0,0,0,0,0,0
356,ATG,2021-02-24,0,0,0,0,0,0
357,ATG,2021-02-25,0,0,0,0,0,0
358,ATG,2021-02-26,0,0,0,0,0,0
359,ATG,2021-02-27,0,0,0,0,0,0
360,ATG,2021-02-28,0,0,0,0,0,0
361,ATG,2021-03-01,0,0,0,0,0,0
362,ATG,2021-03-02,0,0,0,0,0,0
363,ATG,2021-03-03,0,0,0,0,0,0
364,ATG,2021-03-04,0,0,0,0,0,0
365,ATG,2021-03-05,0,0,0,0,0,0
366,ATG,2021-03-06,0,0,0,0,0,0
367,ATG,2021-03-07,0,0,0,0,0,0
368,ATG,2021-03-08,0,0,0,0,0,0
369,ATG,2021-03-09,0,0,0,0,0,0
370,ATG,2021-03-10,0,0,0,0,0,0
371,ATG,2021-03-11,0,0,0,0,0,0
372,ATG,2021-03-12,0,0,0,0,0,0
373,ATG,2021-03-13,0,0,0,0,0,0
374,ATG,2021-03-14,0,0,0,0,0,0
375,ATG,2021-03-15,24164,24164,0,24.68,24.68,0
376,ATG,2021-03-16,0,0,0,0,0,0
377,ATG,2021-03-17,0,0,0,0,0,0
378,ATG,2021-03-18,0,0,0,0,0,0
379,ATG,2021-03-19,25677,25677,0,26.22,26.22,0
380,ATG,2021-03-20,0,0,0,0,0,0
381,ATG,2021-03-21,0,0,0,0,0,0
382,ATG,2021-03-22,0,0,0,0,0,0
383,ATG,2021-03-23,0,0,0,0,0,0
384,ATG,2021-03-24,0,0,0,0,0,0
385,ATG,2021-03-25,26424,26424,0,26.98,26.98,0
386,ATG,2021-03-26,0,0,0,0,0,0
387,ATG,2021-03-27,0,0,0,0,0,0
388,ATG,2021-03-28,0,0,0,0,0,0
389,ATG,2021-03-29,0,0,0,0,0,0
390,ATG,2021-03-30,0,0,0,0,0,0
391,ATG,2021-03-31,26836,26836,0,27.4,27.4,0
392,ATG,2021-04-01,0,0,0,0,0,0
393,ATG,2021-04-02,0,0,0,0,0,0
394,ATG,2021-04-03,27032,27032,0,27.6,27.6,0
395,ARG,2020-12-29,700,0,0,0,0,0
396,ARG,2020-12-30,0,0,0,0,0,0
397,ARG,2020-12-31,32013,0,0,0.07,0,0
398,ARG,2021-01-01,0,0,0,0,0,0
399,ARG,2021-01-02,0,0,0,0,0,0
400,ARG,2021-01-03,0,0,0,0,0,0
401,ARG,2021-01-04,39599,0,0,0.09,0,0
402,ARG,2021-01-05,0,0,0,0,0,0
403,ARG,2021-01-06,0,0,0,0,0,0
404,ARG,2021-01-07,0,0,0,0,0,0
405,ARG,2021-01-08,107542,0,0,0.24,0,0
406,ARG,2021-01-09,0,0,0,0,0,0
407,ARG,2021-01-10,0,0,0,0,0,0
408,ARG,2021-01-11,0,0,0,0,0,0
409,ARG,2021-01-12,0,0,0,0,0,0
410,ARG,2021-01-13,166833,0,0,0.37,0,0
411,ARG,2021-01-14,0,0,0,0,0,0
412,ARG,2021-01-15,200759,0,0,0.44,0,0
413,ARG,2021-01-16,0,0,0,0,0,0
414,ARG,2021-01-17,0,0,0,0,0,0
415,ARG,2021-01-18,0,0,0,0,0,0
416,ARG,2021-01-19,0,0,0,0,0,0
417,ARG,2021-01-20,247933,243539,4394,0.55,0.54,0.01
418,ARG,2021-01-21,265724,249372,16352,0.59,0.55,0.04
419,ARG,2021-01-22,279602,254456,25146,0.62,0.56,0.06
420,ARG,2021-01-23,288064,258876,29188,0.64,0.57,0.06
421,ARG,2021-01-24,292023,260036,31987,0.65,0.58,0.07
422,ARG,2021-01-25,292386,260122,32264,0.65,0.58,0.07
423,ARG,2021-01-26,305880,266969,38911,0.68,0.59,0.09
424,ARG,2021-01-27,318033,272323,45710,0.7,0.6,0.1
425,ARG,2021-01-28,327999,276548,51451,0.73,0.61,0.11
426,ARG,2021-01-29,344034,278451,65583,0.76,0.62,0.15
427,ARG,2021-01-30,366384,281023,85361,0.81,0.62,0.19
428,ARG,2021-01-31,0,0,0,0,0,0
429,ARG,2021-02-01,375851,281577,94274,0.83,0.62,0.21
430,ARG,2021-02-02,0,0,0,0,0,0
431,ARG,2021-02-03,396562,284196,112366,0.88,0.63,0.25
432,ARG,2021-02-04,444018,297717,146301,0.98,0.66,0.32
433,ARG,2021-02-05,0,0,0,0,0,0
434,ARG,2021-02-06,471383,307501,163882,1.04,0.68,0.36
435,ARG,2021-02-07,501152,319316,181836,1.11,0.71,0.4
436,ARG,2021-02-08,511582,322318,189264,1.13,0.71,0.42
437,ARG,2021-02-09,513178,322975,190203,1.14,0.71,0.42
438,ARG,2021-02-10,535303,337772,197531,1.18,0.75,0.44
439,ARG,2021-02-11,572928,362649,210279,1.27,0.8,0.47
440,ARG,2021-02-12,591632,368023,223609,1.31,0.81,0.49
441,ARG,2021-02-13,606245,371629,234616,1.34,0.82,0.52
442,ARG,2021-02-14,609605,372122,237483,1.35,0.82,0.53
443,ARG,2021-02-15,609791,372181,237610,1.35,0.82,0.53
444,ARG,2021-02-16,611169,373253,237916,1.35,0.83,0.53
445,ARG,2021-02-17,612322,374002,238320,1.35,0.83,0.53
446,ARG,2021-02-18,635583,392399,243184,1.41,0.87,0.54
447,ARG,2021-02-19,668654,414958,253696,1.48,0.92,0.56
448,ARG,2021-02-20,707148,445614,261534,1.56,0.99,0.58
449,ARG,2021-02-21,720267,456929,263338,1.59,1.01,0.58
450,ARG,2021-02-22,722234,458822,263412,1.6,1.02,0.58
451,ARG,2021-02-23,746615,481689,264926,1.65,1.07,0.59
452,ARG,2021-02-24,780455,513394,267061,1.73,1.14,0.59
453,ARG,2021-02-25,829832,558831,271001,1.84,1.24,0.6
454,ARG,2021-02-26,903915,620635,283280,2,1.37,0.63
455,ARG,2021-02-27,984895,694470,290425,2.18,1.54,0.64
456,ARG,2021-02-28,1025003,731571,293432,2.27,1.62,0.65
457,ARG,2021-03-01,1049169,755212,293957,2.32,1.67,0.65
458,ARG,2021-03-02,1126108,823446,302662,2.49,1.82,0.67
459,ARG,2021-03-03,1181292,874916,306376,2.61,1.94,0.68
460,ARG,2021-03-04,1252461,941695,310766,2.77,2.08,0.69
461,ARG,2021-03-05,1357596,1030504,327092,3,2.28,0.72
462,ARG,2021-03-06,0,0,0,0,0,0
463,ARG,2021-03-07,1526078,1182874,343204,3.38,2.62,0.76
464,ARG,2021-03-08,1546699,1202998,343701,3.42,2.66,0.76
465,ARG,2021-03-09,1648957,1301787,347170,3.65,2.88,0.77
466,ARG,2021-03-10,1774438,1424984,349454,3.93,3.15,0.77
467,ARG,2021-03-11,1919074,1564555,354519,4.25,3.46,0.78
468,ARG,2021-03-12,2098205,1719543,378662,4.64,3.8,0.84
469,ARG,2021-03-13,2294738,1876113,418625,5.08,4.15,0.93
470,ARG,2021-03-14,2381429,1932696,448733,5.27,4.28,0.99
471,ARG,2021-03-15,2404194,1952883,451311,5.32,4.32,1
472,ARG,2021-03-16,2541362,2064529,476833,5.62,4.57,1.06
473,ARG,2021-03-17,2668103,2170116,497987,5.9,4.8,1.1
474,ARG,2021-03-18,2805153,2289249,515904,6.21,5.07,1.14
475,ARG,2021-03-19,2939364,2382859,556505,6.5,5.27,1.23
476,ARG,2021-03-20,3063864,2472426,591438,6.78,5.47,1.31
477,ARG,2021-03-21,3119828,2514480,605348,6.9,5.56,1.34
478,ARG,2021-03-22,3142444,2535054,607390,6.95,5.61,1.34
479,ARG,2021-03-23,3240731,2618750,621981,7.17,5.79,1.38
480,ARG,2021-03-24,3328933,2694454,634479,7.37,5.96,1.4
481,ARG,2021-03-25,3365839,2730260,635579,7.45,6.04,1.41
482,ARG,2021-03-26,3474415,2824344,650071,7.69,6.25,1.44
483,ARG,2021-03-27,3570460,2908932,661528,7.9,6.44,1.46
484,ARG,2021-03-28,3625283,2959843,665440,8.02,6.55,1.47
485,ARG,2021-03-29,3646068,2980182,665886,8.07,6.59,1.47
486,ARG,2021-03-30,3744566,3073630,670936,8.29,6.8,1.48
487,ARG,2021-03-31,3891932,3214538,677394,8.61,7.11,1.5
488,ARG,2021-04-01,4023017,3342427,680590,8.9,7.4,1.51
489,ARG,2021-04-02,4123152,3440284,682868,9.12,7.61,1.51
490,ARG,2021-04-03,4178896,3495125,683771,9.25,7.73,1.51
491,ARG,2021-04-04,4234505,3550166,684339,9.37,7.86,1.51
492,ARG,2021-04-05,4260808,3576423,684385,9.43,7.91,1.51
493,ARG,2021-04-06,4404175,3712009,692166,9.74,8.21,1.53
494,ARG,2021-04-07,4571819,3870734,701085,10.12,8.56,1.55
495,ARG,2021-04-08,4771214,4064154,707060,10.56,8.99,1.56
496,ARG,2021-04-09,4956023,4244964,711059,10.97,9.39,1.57
497,ARG,2021-04-10,5201468,4478948,722520,11.51,9.91,1.6
498,ARG,2021-04-11,5313612,4586426,727186,11.76,10.15,1.61
499,ARG,2021-04-12,5390000,4661085,728915,11.93,10.31,1.61
500,ARM,2021-03-31,565,565,0,0.02,0.02,0
501,AUS,2021-02-15,0,0,0,0,0,0
502,AUS,2021-02-16,0,0,0,0,0,0
503,AUS,2021-02-17,0,0,0,0,0,0
504,AUS,2021-02-18,0,0,0,0,0,0
505,AUS,2021-02-19,0,0,0,0,0,0
506,AUS,2021-02-20,0,0,0,0,0,0
507,AUS,2021-02-21,0,0,0,0,0,0
508,AUS,2021-02-22,20,20,0,0,0,0
509,AUS,2021-02-23,2879,2879,0,0.01,0.01,0
510,AUS,2021-02-24,6908,6908,0,0.03,0.03,0
511,AUS,2021-02-25,17500,17500,0,0.07,0.07,0
512,AUS,2021-02-26,25000,25000,0,0.1,0.1,0
